epoch,step,train_loss
0,19,3.094045639038086
1,39,2.2208847999572754
2,59,2.116555690765381
3,79,1.9955660104751587
4,99,1.9292240142822266
5,119,1.895745873451233
6,139,1.8530120849609375
7,159,1.7940257787704468
8,179,1.7983558177947998
9,199,1.7521097660064697
10,219,1.732304573059082
11,239,1.7178434133529663
12,259,1.6829431056976318
13,279,1.6375595331192017
14,299,1.6545274257659912
15,319,1.6286598443984985
16,339,1.601056694984436
17,359,1.6009738445281982
18,379,1.5750864744186401
19,399,1.5877411365509033
20,419,1.5507400035858154
21,439,1.5482490062713623
22,459,1.54789137840271
23,479,1.5143258571624756
24,499,1.5294978618621826
25,519,1.5277751684188843
26,539,1.523980975151062
27,559,1.4910928010940552
28,579,1.492169737815857
29,599,1.4849694967269897
30,619,1.4781242609024048
31,639,1.4683122634887695
32,659,1.4518530368804932
33,679,1.4647071361541748
34,699,1.4404253959655762
35,719,1.443822979927063
36,739,1.4257127046585083
37,759,1.4071691036224365
38,779,1.4237416982650757
39,799,1.4111722707748413
40,819,1.4240732192993164
41,839,1.3631134033203125
42,859,1.3981654644012451
43,879,1.3884433507919312
44,899,1.3890674114227295
45,919,1.3690130710601807
46,939,1.3460379838943481
47,959,1.3612747192382812
48,979,1.340893268585205
49,999,1.3328273296356201
50,1019,1.340564489364624
51,1039,1.319421410560608
52,1059,1.3200163841247559
53,1079,1.3222495317459106
54,1099,1.3352382183074951
55,1119,1.3340121507644653
56,1139,1.3132643699645996
57,1159,1.3083555698394775
58,1179,1.3073502779006958
59,1199,1.296959400177002
60,1219,1.2875022888183594
61,1239,1.2824676036834717
62,1259,1.2735722064971924
63,1279,1.3016842603683472
64,1299,1.3038214445114136
65,1319,1.2672368288040161
66,1339,1.2677241563796997
67,1359,1.2744591236114502
68,1379,1.2755680084228516
69,1399,1.2545177936553955
70,1419,1.2635248899459839
71,1439,1.2545162439346313
72,1459,1.2175003290176392
73,1479,1.2320502996444702
74,1499,1.232141137123108
75,1519,1.2477123737335205
76,1539,1.2507660388946533
77,1559,1.2094385623931885
78,1579,1.224890112876892
79,1599,1.228628396987915
80,1619,1.224585771560669
81,1639,1.2287042140960693
82,1659,1.203230857849121
83,1679,1.2287046909332275
84,1699,1.2162772417068481
85,1719,1.1933213472366333
86,1739,1.1858546733856201
87,1759,1.1916364431381226
88,1779,1.2062904834747314
89,1799,1.1944944858551025
90,1819,1.2104473114013672
91,1839,1.1957838535308838
92,1859,1.1992288827896118
93,1879,1.1715246438980103
94,1899,1.2221592664718628
95,1919,1.1830241680145264
96,1939,1.1948721408843994
97,1959,1.213329792022705
98,1979,1.1627740859985352
99,1999,1.1582123041152954
