epoch,step,train_loss
0,49,2.886263132095337
1,99,2.1745548248291016
2,149,2.080713987350464
3,199,2.0166006088256836
4,249,1.9609196186065674
5,299,1.9118821620941162
6,349,1.9013231992721558
7,399,1.8798736333847046
8,449,1.8739105463027954
9,499,1.8505114316940308
