epoch,step,train_loss
0,49,2.718369722366333
1,99,2.198821783065796
2,149,2.072185754776001
3,199,1.9905287027359009
4,249,1.9557191133499146
5,299,1.9315675497055054
6,349,1.9192031621932983
7,399,1.896040678024292
8,449,1.8872309923171997
9,499,1.8695166110992432
